QUERY,PLANNING_TIME,EXECUTION_TIME,ROWS
Q2_V1,5.69,8696.411,50
Q2_V1,0.49,5968.431,50
Q2_V1,0.544,5874.14,50
Q2_V1,0.496,6342.337,50
Q2_V1,0.476,5976.662,50
Q2_V1,0.516,5957.335,50
Q2_V1,0.515,5902.974,50
Q2_V1,0.522,6208.064,50
Q2_V1,0.677,6076.556,50
Q2_V1,0.489,6225.611,50
