QUERY,PLANNING_TIME,EXECUTION_TIME,ROWS
Q1_V1,36.979,1547.15,54
Q1_V1,0.853,1108.653,54
Q1_V1,0.824,1148.061,54
Q1_V1,0.923,1144.098,54
Q1_V1,0.913,1114.378,54
Q1_V1,0.796,1172.076,54
Q1_V1,0.834,1141.671,54
Q1_V1,0.921,1119.742,54
Q1_V1,0.936,1307.261,54
Q1_V1,0.856,1110.325,54
