QUERY,PLANNING_TIME,EXECUTION_TIME,ROWS
Q2_V3,4.816,1827.65,57
Q2_V3,0.467,1818.581,57
Q2_V3,0.477,1910.405,57
Q2_V3,0.493,2104.269,57
Q2_V3,0.483,2016.937,57
Q2_V3,0.409,1998.772,57
Q2_V3,0.408,1839.574,57
Q2_V3,0.398,1801.944,57
Q2_V3,0.496,1826.197,57
Q2_V3,0.398,1800.482,57
